SiteID,1342021,Site Timezone,-6,Data Timezone,0,Longitude,-95.1383056641,Latitude,35.0348892212
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s)
2011,4,3,1,5,10.290000000000001
2011,4,3,1,10,9.9
2011,4,3,1,15,9.65
2011,4,3,1,20,9.57
2011,4,3,1,25,9.620000000000001
2011,4,3,1,30,9.73
2011,4,3,1,35,9.870000000000001
2011,4,3,1,40,10.03
2011,4,3,1,45,10.19
2011,4,3,1,50,10.34
2011,4,3,1,55,10.48
2011,4,3,2,0,10.58
2011,4,3,2,5,10.700000000000001
2011,4,3,2,10,10.84
2011,4,3,2,15,11.05
2011,4,3,2,20,11.290000000000001
2011,4,3,2,25,11.46
2011,4,3,2,30,11.65
2011,4,3,2,35,11.81
2011,4,3,2,40,11.92
2011,4,3,2,45,12.02
2011,4,3,2,50,12.1
2011,4,3,2,55,12.21
2011,4,3,3,0,12.290000000000001
2011,4,3,3,5,12.33
2011,4,3,3,10,12.27
2011,4,3,3,15,12.22
2011,4,3,3,20,12.19
2011,4,3,3,25,12.15
2011,4,3,3,30,12.11
2011,4,3,3,35,12.11
2011,4,3,3,40,12.15
2011,4,3,3,45,12.200000000000001
2011,4,3,3,50,12.25
2011,4,3,3,55,12.27
2011,4,3,4,0,12.290000000000001
2011,4,3,4,5,12.370000000000001
2011,4,3,4,10,12.49
2011,4,3,4,15,12.56
2011,4,3,4,20,12.59
2011,4,3,4,25,12.67
2011,4,3,4,30,12.77
2011,4,3,4,35,12.84
2011,4,3,4,40,12.92
2011,4,3,4,45,12.96
2011,4,3,4,50,13.030000000000001
2011,4,3,4,55,13.22
2011,4,3,5,0,13.44
2011,4,3,5,5,13.69
2011,4,3,5,10,13.870000000000001
2011,4,3,5,15,14.07
2011,4,3,5,20,14.26
2011,4,3,5,25,14.36
2011,4,3,5,30,14.42
2011,4,3,5,35,14.46
2011,4,3,5,40,14.43
2011,4,3,5,45,14.34
2011,4,3,5,50,14.25
2011,4,3,5,55,14.21
2011,4,3,6,0,14.24
2011,4,3,6,5,14.08
2011,4,3,6,10,13.89
2011,4,3,6,15,13.64
2011,4,3,6,20,13.49
2011,4,3,6,25,13.49
2011,4,3,6,30,13.71
2011,4,3,6,35,14.01
2011,4,3,6,40,14.66
2011,4,3,6,45,15
2011,4,3,6,50,15.26
2011,4,3,6,55,15.43
2011,4,3,7,0,15.530000000000001
2011,4,3,7,5,15.38
2011,4,3,7,10,15.23
2011,4,3,7,15,15.19
2011,4,3,7,20,14.99
2011,4,3,7,25,14.92
2011,4,3,7,30,14.69
2011,4,3,7,35,14.76
2011,4,3,7,40,14.85
2011,4,3,7,45,14.89
2011,4,3,7,50,15.31
2011,4,3,7,55,15.84
2011,4,3,8,0,16.21
2011,4,3,8,5,16.61
2011,4,3,8,10,16.87
2011,4,3,8,15,16.830000000000002
2011,4,3,8,20,17.01
2011,4,3,8,25,17.1
2011,4,3,8,30,17.400000000000002
2011,4,3,8,35,17.71
2011,4,3,8,40,17.85
2011,4,3,8,45,17.94
2011,4,3,8,50,17.88
2011,4,3,8,55,17.76
2011,4,3,9,0,17.53
2011,4,3,9,5,17.37
2011,4,3,9,10,17.36
2011,4,3,9,15,17.32
2011,4,3,9,20,17.330000000000002
2011,4,3,9,25,17.37
2011,4,3,9,30,17.43
2011,4,3,9,35,17.46
2011,4,3,9,40,17.6
2011,4,3,9,45,17.77
2011,4,3,9,50,18.18
2011,4,3,9,55,18.400000000000002
2011,4,3,10,0,18.48
2011,4,3,10,5,18.59
2011,4,3,10,10,18.67
2011,4,3,10,15,18.86
2011,4,3,10,20,18.88
2011,4,3,10,25,19.12
2011,4,3,10,30,19.47
2011,4,3,10,35,19.79
2011,4,3,10,40,20.01
2011,4,3,10,45,20.14
2011,4,3,10,50,20.29
2011,4,3,10,55,20.41
2011,4,3,11,0,20.53
2011,4,3,11,5,20.55
2011,4,3,11,10,20.48
2011,4,3,11,15,20.48
2011,4,3,11,20,20.43
2011,4,3,11,25,20.35
2011,4,3,11,30,20.44
2011,4,3,11,35,20.6
2011,4,3,11,40,20.69
2011,4,3,11,45,20.87
2011,4,3,11,50,21.05
2011,4,3,11,55,21.11
2011,4,3,12,0,21.05
2011,4,3,12,5,21.02
2011,4,3,12,10,21.1
2011,4,3,12,15,21.17
2011,4,3,12,20,21.25
2011,4,3,12,25,21.32
2011,4,3,12,30,21.42
2011,4,3,12,35,21.61
2011,4,3,12,40,21.7
2011,4,3,12,45,21.69
2011,4,3,12,50,21.77
2011,4,3,12,55,21.650000000000002
2011,4,3,13,0,21.51
2011,4,3,13,5,21.19
2011,4,3,13,10,20.75
2011,4,3,13,15,20.94
2011,4,3,13,20,21.04
2011,4,3,13,25,20.73
2011,4,3,13,30,20.95
2011,4,3,13,35,21.23
2011,4,3,13,40,21.080000000000002
2011,4,3,13,45,21.150000000000002
2011,4,3,13,50,21.38
2011,4,3,13,55,21.47
2011,4,3,14,0,21.63
2011,4,3,14,5,21.84
2011,4,3,14,10,21.990000000000002
2011,4,3,14,15,22.1
2011,4,3,14,20,22.36
2011,4,3,14,25,22.36
2011,4,3,14,30,22.19
2011,4,3,14,35,22.06
2011,4,3,14,40,21.95
2011,4,3,14,45,21.85
2011,4,3,14,50,21.82
2011,4,3,14,55,21.830000000000002
2011,4,3,15,0,21.830000000000002
2011,4,3,15,5,21.85
2011,4,3,15,10,21.81
2011,4,3,15,15,21.75
2011,4,3,15,20,21.86
2011,4,3,15,25,21.900000000000002
2011,4,3,15,30,21.91
2011,4,3,15,35,21.93
2011,4,3,15,40,21.92
2011,4,3,15,45,21.900000000000002
2011,4,3,15,50,21.86
2011,4,3,15,55,21.84
2011,4,3,16,0,21.87
2011,4,3,16,5,21.89
2011,4,3,16,10,21.84
2011,4,3,16,15,21.93
2011,4,3,16,20,22.04
2011,4,3,16,25,22
2011,4,3,16,30,21.93
2011,4,3,16,35,21.86
2011,4,3,16,40,21.71
2011,4,3,16,45,21.490000000000002
2011,4,3,16,50,21.29
2011,4,3,16,55,21.05
2011,4,3,17,0,20.73
2011,4,3,17,5,20.53
2011,4,3,17,10,20.5
2011,4,3,17,15,20.490000000000002
2011,4,3,17,20,20.47
2011,4,3,17,25,20.55
2011,4,3,17,30,20.51
2011,4,3,17,35,20.27
2011,4,3,17,40,20.02
2011,4,3,17,45,19.900000000000002
2011,4,3,17,50,19.95
2011,4,3,17,55,19.990000000000002
2011,4,3,18,0,19.990000000000002
2011,4,3,18,5,20.02
2011,4,3,18,10,19.990000000000002
2011,4,3,18,15,19.82
2011,4,3,18,20,19.78
2011,4,3,18,25,19.95
2011,4,3,18,30,20.04
2011,4,3,18,35,19.86
2011,4,3,18,40,19.57
2011,4,3,18,45,19.580000000000002
2011,4,3,18,50,19.87
2011,4,3,18,55,20.1
2011,4,3,19,0,20.11
2011,4,3,19,5,19.990000000000002
2011,4,3,19,10,19.91
2011,4,3,19,15,19.97
2011,4,3,19,20,19.89
2011,4,3,19,25,19.54
2011,4,3,19,30,19.44
2011,4,3,19,35,19.7
2011,4,3,19,40,20.02
2011,4,3,19,45,20.080000000000002
2011,4,3,19,50,19.96
2011,4,3,19,55,19.79
2011,4,3,20,0,19.69
2011,4,3,20,5,19.66
2011,4,3,20,10,19.75
2011,4,3,20,15,19.97
2011,4,3,20,20,20.25
2011,4,3,20,25,20.37
2011,4,3,20,30,20.34
2011,4,3,20,35,20.400000000000002
2011,4,3,20,40,20.53
2011,4,3,20,45,20.51
2011,4,3,20,50,20.41
2011,4,3,20,55,20.27
2011,4,3,21,0,20.04
2011,4,3,21,5,19.62
2011,4,3,21,10,19.6
2011,4,3,21,15,19.78
2011,4,3,21,20,19.78
2011,4,3,21,25,19.67
2011,4,3,21,30,19.53
2011,4,3,21,35,19.46
2011,4,3,21,40,19.55
2011,4,3,21,45,19.63
2011,4,3,21,50,19.7
2011,4,3,21,55,19.85
2011,4,3,22,0,20
2011,4,3,22,5,20.06
2011,4,3,22,10,20.1
2011,4,3,22,15,20.06
2011,4,3,22,20,20.02
2011,4,3,22,25,19.82
2011,4,3,22,30,19.490000000000002
2011,4,3,22,35,19.43
2011,4,3,22,40,19.53
2011,4,3,22,45,19.240000000000002
2011,4,3,22,50,19.04
2011,4,3,22,55,19.38
2011,4,3,23,0,19.57
2011,4,3,23,5,19.51
2011,4,3,23,10,19.47
2011,4,3,23,15,19.35
2011,4,3,23,20,19.06
2011,4,3,23,25,18.67
2011,4,3,23,30,18.43
2011,4,3,23,35,18.84
2011,4,3,23,40,19.16
2011,4,3,23,45,18.86
2011,4,3,23,50,18.41
2011,4,3,23,55,18.54
2011,4,4,0,0,19.17
2011,4,4,0,5,19.29
2011,4,4,0,10,18.79
2011,4,4,0,15,18.2
2011,4,4,0,20,18.05
2011,4,4,0,25,18.32
2011,4,4,0,30,18.56
2011,4,4,0,35,18.6
2011,4,4,0,40,18.77
2011,4,4,0,45,18.92
2011,4,4,0,50,18.71
2011,4,4,0,55,18.240000000000002
2011,4,4,1,0,17.59
2011,4,4,1,5,17.27
2011,4,4,1,10,17.45
2011,4,4,1,15,17.75
2011,4,4,1,20,18.25
2011,4,4,1,25,18.92
2011,4,4,1,30,19.54
2011,4,4,1,35,19.69
2011,4,4,1,40,19.55
2011,4,4,1,45,19.37
2011,4,4,1,50,19.44
2011,4,4,1,55,19.8
2011,4,4,2,0,20.21
2011,4,4,2,5,20.25
2011,4,4,2,10,20.04
2011,4,4,2,15,19.95
2011,4,4,2,20,20.27
2011,4,4,2,25,20.86
2011,4,4,2,30,21.34
2011,4,4,2,35,21.34
2011,4,4,2,40,20.580000000000002
2011,4,4,2,45,19.91
2011,4,4,2,50,19.75
2011,4,4,2,55,20.17
2011,4,4,3,0,20.55
2011,4,4,3,5,20.6
2011,4,4,3,10,20.81
2011,4,4,3,15,20.93
2011,4,4,3,20,20.84
2011,4,4,3,25,20.72
2011,4,4,3,30,20.580000000000002
2011,4,4,3,35,20.490000000000002
2011,4,4,3,40,20.79
2011,4,4,3,45,21.16
2011,4,4,3,50,21.56
2011,4,4,3,55,21.93
2011,4,4,4,0,22.35
2011,4,4,4,5,22.7
2011,4,4,4,10,22.84
2011,4,4,4,15,22.86
2011,4,4,4,20,23.05
2011,4,4,4,25,22.830000000000002
2011,4,4,4,30,22.42
2011,4,4,4,35,21.900000000000002
2011,4,4,4,40,21.6
2011,4,4,4,45,21.35
2011,4,4,4,50,21.080000000000002
2011,4,4,4,55,20.89
2011,4,4,5,0,20.77
2011,4,4,5,5,20.52
2011,4,4,5,10,20.32
2011,4,4,5,15,20.21
2011,4,4,5,20,20.21
2011,4,4,5,25,20.09
2011,4,4,5,30,20.150000000000002
2011,4,4,5,35,20.18
2011,4,4,5,40,20.240000000000002
2011,4,4,5,45,20.23
2011,4,4,5,50,20.39
2011,4,4,5,55,20.56
2011,4,4,6,0,20.72
2011,4,4,6,5,20.59
2011,4,4,6,10,20.46
2011,4,4,6,15,20.35
2011,4,4,6,20,20.42
2011,4,4,6,25,20.46
2011,4,4,6,30,20.39
2011,4,4,6,35,20.37
2011,4,4,6,40,20.38
2011,4,4,6,45,20.400000000000002
2011,4,4,6,50,20.44
2011,4,4,6,55,20.53
2011,4,4,7,0,20.73
2011,4,4,7,5,20.79
2011,4,4,7,10,20.79
2011,4,4,7,15,20.68
2011,4,4,7,20,20.51
2011,4,4,7,25,20.28
2011,4,4,7,30,20
2011,4,4,7,35,19.66
2011,4,4,7,40,19.29
2011,4,4,7,45,19.07
2011,4,4,7,50,18.86
2011,4,4,7,55,18.740000000000002
2011,4,4,8,0,18.81
2011,4,4,8,5,19.07
2011,4,4,8,10,19.080000000000002
2011,4,4,8,15,19.330000000000002
2011,4,4,8,20,19.25
2011,4,4,8,25,18.93
2011,4,4,8,30,18.67
2011,4,4,8,35,18.830000000000002
2011,4,4,8,40,18.7
2011,4,4,8,45,18.84
2011,4,4,8,50,18.77
2011,4,4,8,55,18.080000000000002
2011,4,4,9,0,17.81
2011,4,4,9,5,17.78
2011,4,4,9,10,17.21
2011,4,4,9,15,16.57
2011,4,4,9,20,16.62
2011,4,4,9,25,16.93
2011,4,4,9,30,16.39
2011,4,4,9,35,16.080000000000002
2011,4,4,9,40,15.49
2011,4,4,9,45,15.14
2011,4,4,9,50,15.11
2011,4,4,9,55,14.81
2011,4,4,10,0,14.66
2011,4,4,10,5,14.34
2011,4,4,10,10,13.6
2011,4,4,10,15,13.01
2011,4,4,10,20,12.59
2011,4,4,10,25,12.49
2011,4,4,10,30,12.370000000000001
2011,4,4,10,35,12.41
2011,4,4,10,40,11.06
2011,4,4,10,45,11.74
2011,4,4,10,50,11.1
2011,4,4,10,55,15.23
2011,4,4,11,0,12.870000000000001
2011,4,4,11,5,12.27
2011,4,4,11,10,12.120000000000001
2011,4,4,11,15,12.36
2011,4,4,11,20,12.63
2011,4,4,11,25,12.41
2011,4,4,11,30,11.5
2011,4,4,11,35,11.69
2011,4,4,11,40,11.3
2011,4,4,11,45,12.02
2011,4,4,11,50,12.38
2011,4,4,11,55,11.47
2011,4,4,12,0,11.540000000000001
2011,4,4,12,5,11.73
2011,4,4,12,10,13.63
2011,4,4,12,15,15.68
2011,4,4,12,20,16.8
2011,4,4,12,25,16.19
2011,4,4,12,30,15.19
2011,4,4,12,35,14.38
2011,4,4,12,40,14.15
2011,4,4,12,45,14.26
2011,4,4,12,50,14.84
2011,4,4,12,55,15.540000000000001
2011,4,4,13,0,14.59
2011,4,4,13,5,14.370000000000001
2011,4,4,13,10,13.96
2011,4,4,13,15,13.64
2011,4,4,13,20,14.46
2011,4,4,13,25,16.23
2011,4,4,13,30,17.330000000000002
2011,4,4,13,35,17.17
2011,4,4,13,40,16.37
2011,4,4,13,45,15.47
2011,4,4,13,50,14.89
2011,4,4,13,55,14.64
2011,4,4,14,0,14.620000000000001
2011,4,4,14,5,14.56
2011,4,4,14,10,14.46
2011,4,4,14,15,14.370000000000001
2011,4,4,14,20,14.46
2011,4,4,14,25,14.48
2011,4,4,14,30,14.56
2011,4,4,14,35,15.18
2011,4,4,14,40,15.93
2011,4,4,14,45,16.25
2011,4,4,14,50,15.870000000000001
2011,4,4,14,55,14.91
2011,4,4,15,0,14.76
2011,4,4,15,5,16.19
2011,4,4,15,10,17.25
2011,4,4,15,15,16.82
2011,4,4,15,20,15.82
2011,4,4,15,25,15.36
2011,4,4,15,30,15.66
2011,4,4,15,35,16.12
2011,4,4,15,40,16.080000000000002
2011,4,4,15,45,15.59
2011,4,4,15,50,15.15
2011,4,4,15,55,14.73
2011,4,4,16,0,14.32
2011,4,4,16,5,13.9
2011,4,4,16,10,13.56
2011,4,4,16,15,13.5
2011,4,4,16,20,13.870000000000001
2011,4,4,16,25,14.41
2011,4,4,16,30,14.620000000000001
2011,4,4,16,35,14.86
2011,4,4,16,40,15.290000000000001
2011,4,4,16,45,15.38
2011,4,4,16,50,15.17
2011,4,4,16,55,15.05
2011,4,4,17,0,15.13
2011,4,4,17,5,15.02
2011,4,4,17,10,14.67
2011,4,4,17,15,14.700000000000001
2011,4,4,17,20,15.09
2011,4,4,17,25,15.34
2011,4,4,17,30,15.620000000000001
2011,4,4,17,35,16.04
2011,4,4,17,40,16.13
2011,4,4,17,45,15.870000000000001
2011,4,4,17,50,15.52
2011,4,4,17,55,15.120000000000001
2011,4,4,18,0,14.57
2011,4,4,18,5,14.35
2011,4,4,18,10,14.09
2011,4,4,18,15,13.76
2011,4,4,18,20,13.5
2011,4,4,18,25,13.31
2011,4,4,18,30,13.25
2011,4,4,18,35,13.08
2011,4,4,18,40,12.870000000000001
2011,4,4,18,45,12.67
2011,4,4,18,50,12.67
2011,4,4,18,55,12.74
2011,4,4,19,0,12.8
2011,4,4,19,5,12.6
2011,4,4,19,10,12.52
2011,4,4,19,15,12.42
2011,4,4,19,20,12.52
2011,4,4,19,25,12.9
2011,4,4,19,30,13.22
2011,4,4,19,35,13.120000000000001
2011,4,4,19,40,13.05
2011,4,4,19,45,13.11
2011,4,4,19,50,13.34
2011,4,4,19,55,13.85
2011,4,4,20,0,14.1
2011,4,4,20,5,13.97
2011,4,4,20,10,14.1
2011,4,4,20,15,14.44
2011,4,4,20,20,14.56
2011,4,4,20,25,14.74
2011,4,4,20,30,14.040000000000001
2011,4,4,20,35,13.49
2011,4,4,20,40,13.43
2011,4,4,20,45,13.47
2011,4,4,20,50,13.51
2011,4,4,20,55,13.700000000000001
2011,4,4,21,0,13.780000000000001
2011,4,4,21,5,14.01
2011,4,4,21,10,14.69
2011,4,4,21,15,14.98
2011,4,4,21,20,14.97
2011,4,4,21,25,14.46
2011,4,4,21,30,13.98
2011,4,4,21,35,14.08
2011,4,4,21,40,14.42
2011,4,4,21,45,14.370000000000001
2011,4,4,21,50,14.19
2011,4,4,21,55,14.13
2011,4,4,22,0,13.94
2011,4,4,22,5,13.64
2011,4,4,22,10,13.39
2011,4,4,22,15,13.3
2011,4,4,22,20,13.49
2011,4,4,22,25,13.790000000000001
2011,4,4,22,30,13.89
2011,4,4,22,35,13.91
2011,4,4,22,40,13.93
2011,4,4,22,45,13.8
2011,4,4,22,50,13.39
2011,4,4,22,55,12.950000000000001
2011,4,4,23,0,12.67
2011,4,4,23,5,12.530000000000001
2011,4,4,23,10,12.41
2011,4,4,23,15,12.35
2011,4,4,23,20,12.3
2011,4,4,23,25,12.21
2011,4,4,23,30,12.290000000000001
2011,4,4,23,35,11.950000000000001
2011,4,4,23,40,11.66
2011,4,4,23,45,11.47
2011,4,4,23,50,11.16
2011,4,4,23,55,11.040000000000001
2011,4,5,0,0,10.94
2011,4,5,0,5,10.64
2011,4,5,0,10,10.38
2011,4,5,0,15,10.200000000000001
2011,4,5,0,20,10.26
2011,4,5,0,25,10.450000000000001
2011,4,5,0,30,10.620000000000001
2011,4,5,0,35,10.64
2011,4,5,0,40,10.61
2011,4,5,0,45,10.8
2011,4,5,0,50,10.99
2011,4,5,0,55,11.1
2011,4,5,1,0,11.28
2011,4,5,1,5,11.41
2011,4,5,1,10,11.65
2011,4,5,1,15,11.86
2011,4,5,1,20,11.98
2011,4,5,1,25,12.05
2011,4,5,1,30,12.02
2011,4,5,1,35,11.86
2011,4,5,1,40,11.65
2011,4,5,1,45,11.540000000000001
2011,4,5,1,50,11.47
2011,4,5,1,55,11.46
2011,4,5,2,0,11.450000000000001
2011,4,5,2,5,11.61
2011,4,5,2,10,11.790000000000001
2011,4,5,2,15,11.81
2011,4,5,2,20,11.71
2011,4,5,2,25,11.42
2011,4,5,2,30,11.290000000000001
2011,4,5,2,35,11.57
2011,4,5,2,40,11.84
2011,4,5,2,45,12.05
2011,4,5,2,50,12.25
2011,4,5,2,55,12.19
2011,4,5,3,0,11.91
2011,4,5,3,5,11.55
2011,4,5,3,10,11.34
2011,4,5,3,15,11.31
2011,4,5,3,20,11.4
2011,4,5,3,25,11.81
2011,4,5,3,30,12.14
2011,4,5,3,35,12.05
2011,4,5,3,40,11.77
2011,4,5,3,45,11.41
2011,4,5,3,50,11.22
2011,4,5,3,55,10.9
2011,4,5,4,0,10.56
2011,4,5,4,5,11.040000000000001
2011,4,5,4,10,11.08
2011,4,5,4,15,11.03
2011,4,5,4,20,11.35
2011,4,5,4,25,11.450000000000001
2011,4,5,4,30,11.47
2011,4,5,4,35,11.55
2011,4,5,4,40,11.58
2011,4,5,4,45,11.34
2011,4,5,4,50,11.15
2011,4,5,4,55,11.19
2011,4,5,5,0,11.28
2011,4,5,5,5,11.31
2011,4,5,5,10,11.3
2011,4,5,5,15,10.98
2011,4,5,5,20,10.450000000000001
2011,4,5,5,25,10.03
2011,4,5,5,30,9.8
2011,4,5,5,35,9.86
2011,4,5,5,40,10
2011,4,5,5,45,9.93
2011,4,5,5,50,9.6
2011,4,5,5,55,9.06
2011,4,5,6,0,8.620000000000001
2011,4,5,6,5,8.27
2011,4,5,6,10,7.95
2011,4,5,6,15,7.71
2011,4,5,6,20,7.44
2011,4,5,6,25,7.1000000000000005
2011,4,5,6,30,6.73
2011,4,5,6,35,6.36
2011,4,5,6,40,6.08
2011,4,5,6,45,5.91
2011,4,5,6,50,5.68
2011,4,5,6,55,5.37
2011,4,5,7,0,4.96
2011,4,5,7,5,4.57
2011,4,5,7,10,4.23
2011,4,5,7,15,3.98
2011,4,5,7,20,3.81
2011,4,5,7,25,3.68
2011,4,5,7,30,3.54
2011,4,5,7,35,3.35
2011,4,5,7,40,3.11
2011,4,5,7,45,2.89
2011,4,5,7,50,2.8000000000000003
2011,4,5,7,55,2.8000000000000003
2011,4,5,8,0,2.87
2011,4,5,8,5,2.99
2011,4,5,8,10,3.12
2011,4,5,8,15,3.2
2011,4,5,8,20,3.25
2011,4,5,8,25,3.3000000000000003
2011,4,5,8,30,3.3000000000000003
2011,4,5,8,35,3.31
2011,4,5,8,40,3.39
2011,4,5,8,45,3.46
2011,4,5,8,50,3.49
2011,4,5,8,55,3.5300000000000002
2011,4,5,9,0,3.5300000000000002
2011,4,5,9,5,3.5
2011,4,5,9,10,3.49
2011,4,5,9,15,3.5300000000000002
2011,4,5,9,20,3.62
2011,4,5,9,25,3.74
2011,4,5,9,30,3.86
2011,4,5,9,35,3.96
2011,4,5,9,40,4.0600000000000005
2011,4,5,9,45,4.11
2011,4,5,9,50,4.12
2011,4,5,9,55,4.12
2011,4,5,10,0,4.1
2011,4,5,10,5,4.04
2011,4,5,10,10,3.94
2011,4,5,10,15,3.84
2011,4,5,10,20,3.83
2011,4,5,10,25,3.89
2011,4,5,10,30,3.96
2011,4,5,10,35,4.01
2011,4,5,10,40,4.0200000000000005
2011,4,5,10,45,4.0200000000000005
2011,4,5,10,50,4.13
2011,4,5,10,55,4.32
2011,4,5,11,0,4.48
2011,4,5,11,5,4.58
2011,4,5,11,10,4.63
2011,4,5,11,15,4.75
2011,4,5,11,20,4.94
2011,4,5,11,25,5.1000000000000005
2011,4,5,11,30,5.19
2011,4,5,11,35,5.25
2011,4,5,11,40,5.3
2011,4,5,11,45,5.42
2011,4,5,11,50,5.59
2011,4,5,11,55,5.76
2011,4,5,12,0,5.91
2011,4,5,12,5,6.0600000000000005
2011,4,5,12,10,6.17
2011,4,5,12,15,6.29
2011,4,5,12,20,6.4
2011,4,5,12,25,6.49
2011,4,5,12,30,6.5600000000000005
2011,4,5,12,35,6.7
2011,4,5,12,40,6.87
2011,4,5,12,45,7.0200000000000005
2011,4,5,12,50,7.11
2011,4,5,12,55,7.28
2011,4,5,13,0,7.46
2011,4,5,13,5,7.42
2011,4,5,13,10,7.38
2011,4,5,13,15,7.37
2011,4,5,13,20,7.43
2011,4,5,13,25,7.5
2011,4,5,13,30,7.5200000000000005
2011,4,5,13,35,7.2
2011,4,5,13,40,7.1000000000000005
2011,4,5,13,45,6.97
2011,4,5,13,50,6.72
2011,4,5,13,55,6.57
2011,4,5,14,0,6.42
2011,4,5,14,5,6.15
2011,4,5,14,10,6.04
2011,4,5,14,15,6.09
2011,4,5,14,20,6.0600000000000005
2011,4,5,14,25,5.96
2011,4,5,14,30,5.91
2011,4,5,14,35,5.97
2011,4,5,14,40,6.01
2011,4,5,14,45,6.03
2011,4,5,14,50,6.0600000000000005
2011,4,5,14,55,6.0600000000000005
2011,4,5,15,0,6.05
2011,4,5,15,5,6.0600000000000005
2011,4,5,15,10,6.09
2011,4,5,15,15,6.13
2011,4,5,15,20,6.11
2011,4,5,15,25,5.98
2011,4,5,15,30,5.83
2011,4,5,15,35,5.73
2011,4,5,15,40,5.68
2011,4,5,15,45,5.69
2011,4,5,15,50,5.73
2011,4,5,15,55,5.8100000000000005
2011,4,5,16,0,5.91
2011,4,5,16,5,6.04
2011,4,5,16,10,6.16
2011,4,5,16,15,6.2700000000000005
2011,4,5,16,20,6.3500000000000005
2011,4,5,16,25,6.43
2011,4,5,16,30,6.55
2011,4,5,16,35,6.67
2011,4,5,16,40,6.68
2011,4,5,16,45,6.7
2011,4,5,16,50,6.7700000000000005
2011,4,5,16,55,6.8500000000000005
2011,4,5,17,0,6.91
2011,4,5,17,5,6.98
2011,4,5,17,10,6.92
2011,4,5,17,15,6.8500000000000005
2011,4,5,17,20,6.8100000000000005
2011,4,5,17,25,6.9
2011,4,5,17,30,6.99
2011,4,5,17,35,6.99
2011,4,5,17,40,7
2011,4,5,17,45,7.1000000000000005
2011,4,5,17,50,7.25
2011,4,5,17,55,7.38
2011,4,5,18,0,7.46
2011,4,5,18,5,7.51
2011,4,5,18,10,7.57
2011,4,5,18,15,7.69
2011,4,5,18,20,7.75
2011,4,5,18,25,7.76
2011,4,5,18,30,7.82
2011,4,5,18,35,7.9
2011,4,5,18,40,7.99
2011,4,5,18,45,8.06
2011,4,5,18,50,8.1
2011,4,5,18,55,8.21
2011,4,5,19,0,8.3
2011,4,5,19,5,8.4
2011,4,5,19,10,8.46
2011,4,5,19,15,8.47
2011,4,5,19,20,8.51
2011,4,5,19,25,8.46
2011,4,5,19,30,8.42
2011,4,5,19,35,8.39
2011,4,5,19,40,8.36
2011,4,5,19,45,8.34
2011,4,5,19,50,8.33
2011,4,5,19,55,8.44
2011,4,5,20,0,8.55
2011,4,5,20,5,8.6
2011,4,5,20,10,8.64
2011,4,5,20,15,8.73
2011,4,5,20,20,8.74
2011,4,5,20,25,8.73
2011,4,5,20,30,8.84
2011,4,5,20,35,8.98
2011,4,5,20,40,9.1
2011,4,5,20,45,9.16
2011,4,5,20,50,9.24
2011,4,5,20,55,9.34
2011,4,5,21,0,9.39
2011,4,5,21,5,9.450000000000001
2011,4,5,21,10,9.53
2011,4,5,21,15,9.67
2011,4,5,21,20,9.74
2011,4,5,21,25,9.78
2011,4,5,21,30,9.74
2011,4,5,21,35,9.71
2011,4,5,21,40,9.72
2011,4,5,21,45,9.73
2011,4,5,21,50,9.77
2011,4,5,21,55,9.8
2011,4,5,22,0,9.8
2011,4,5,22,5,9.8
2011,4,5,22,10,9.82
2011,4,5,22,15,9.870000000000001
2011,4,5,22,20,9.94
2011,4,5,22,25,10.07
2011,4,5,22,30,10.24
2011,4,5,22,35,10.33
2011,4,5,22,40,10.35
2011,4,5,22,45,10.39
2011,4,5,22,50,10.47
2011,4,5,22,55,10.5
2011,4,5,23,0,10.42
2011,4,5,23,5,10.040000000000001
2011,4,5,23,10,9.74
2011,4,5,23,15,9.5
2011,4,5,23,20,9.16
2011,4,5,23,25,9.06
2011,4,5,23,30,9.06
2011,4,5,23,35,9.200000000000001
2011,4,5,23,40,9.200000000000001
2011,4,5,23,45,9.09
2011,4,5,23,50,9.26
2011,4,5,23,55,9.43
2011,4,6,0,0,9.57
2011,4,6,0,5,9.94
2011,4,6,0,10,10.31
2011,4,6,0,15,10.56
2011,4,6,0,20,10.97
2011,4,6,0,25,11.44
2011,4,6,0,30,11.83
2011,4,6,0,35,11.93
2011,4,6,0,40,11.67
2011,4,6,0,45,11.24
2011,4,6,0,50,11.06
2011,4,6,0,55,11.21
2011,4,6,1,0,11.33
2011,4,6,1,5,11.27
2011,4,6,1,10,11.47
2011,4,6,1,15,12.01
2011,4,6,1,20,12.5
2011,4,6,1,25,12.700000000000001
2011,4,6,1,30,12.58
2011,4,6,1,35,12.39
2011,4,6,1,40,12.540000000000001
2011,4,6,1,45,12.9
2011,4,6,1,50,13.1
2011,4,6,1,55,13.21
2011,4,6,2,0,13.36
2011,4,6,2,5,13.55
2011,4,6,2,10,13.76
2011,4,6,2,15,13.98
2011,4,6,2,20,14.09
2011,4,6,2,25,14.13
2011,4,6,2,30,14.16
2011,4,6,2,35,14.24
2011,4,6,2,40,14.26
2011,4,6,2,45,14.280000000000001
2011,4,6,2,50,14.41
2011,4,6,2,55,14.620000000000001
2011,4,6,3,0,14.76
2011,4,6,3,5,14.92
2011,4,6,3,10,15.040000000000001
2011,4,6,3,15,15.15
